Date: 2025-08-14, Hour: 09:00, Room: Living Room, Sensor: Temperature Sensor, Value: 21.49°C, Status: High Temperature
Date: 2025-08-15, Hour: 23:55, Room: Living Room, Sensor: Temperature Sensor, Value: 18.14°C, Status: High Temperature
Date: 2025-08-15, Hour: 23:55, Room: Kitchen, Sensor: Temperature Sensor, Value: 17.27°C, Status: High Temperature
Date: 2025-08-15, Hour: 23:55, Room: Bedroom, Sensor: Temperature Sensor, Value: 17.26°C, Status: High Temperature
Date: 2025-08-15, Hour: 23:55, Room: Living Room, Sensor: Humidity Sensor, Value: %34.51, Status: Normal Humidity
Date: 2025-08-15, Hour: 23:55, Room: Kitchen, Sensor: Humidity Sensor, Value: %35.64, Status: Normal Humidity
Date: 2025-08-15, Hour: 23:55, Room: Bedroom, Sensor: Humidity Sensor, Value: %33.73, Status: Normal Humidity
Date: 2025-08-16, Hour: 00:00, Room: Living Room, Sensor: Temperature Sensor, Value: 16.78°C, Status: High Temperature
Date: 2025-08-16, Hour: 00:00, Room: Kitchen, Sensor: Temperature Sensor, Value: 16.13°C, Status: High Temperature
Date: 2025-08-16, Hour: 00:00, Room: Bedroom, Sensor: Temperature Sensor, Value: 15.96°C, Status: High Temperature
Date: 2025-08-16, Hour: 00:00, Room: Living Room, Sensor: Humidity Sensor, Value: %29.37, Status: Low Humidity
Date: 2025-08-16, Hour: 00:00, Room: Kitchen, Sensor: Humidity Sensor, Value: %27.74, Status: Low Humidity
Date: 2025-08-16, Hour: 00:00, Room: Bedroom, Sensor: Humidity Sensor, Value: %28.64, Status: Low Humidity
Date: 2025-08-16, Hour: 00:05, Room: Living Room, Sensor: Temperature Sensor, Value: 15.92°C, Status: High Temperature
Date: 2025-08-16, Hour: 00:05, Room: Kitchen, Sensor: Temperature Sensor, Value: 16.59°C, Status: High Temperature
Date: 2025-08-16, Hour: 00:05, Room: Bedroom, Sensor: Temperature Sensor, Value: 17.37°C, Status: High Temperature
Date: 2025-08-16, Hour: 00:05, Room: Living Room, Sensor: Humidity Sensor, Value: %29.69, Status: Low Humidity
Date: 2025-08-16, Hour: 00:05, Room: Kitchen, Sensor: Humidity Sensor, Value: %29.68, Status: Low Humidity
Date: 2025-08-16, Hour: 00:05, Room: Bedroom, Sensor: Humidity Sensor, Value: %28.16, Status: Low Humidity
Date: 2025-08-16, Hour: 00:10, Room: Living Room, Sensor: Temperature Sensor, Value: 16.07°C, Status: High Temperature
Date: 2025-08-16, Hour: 00:10, Room: Kitchen, Sensor: Temperature Sensor, Value: 17.38°C, Status: High Temperature
Date: 2025-08-16, Hour: 00:10, Room: Bedroom, Sensor: Temperature Sensor, Value: 17.54°C, Status: High Temperature
Date: 2025-08-16, Hour: 00:10, Room: Living Room, Sensor: Humidity Sensor, Value: %27.87, Status: Low Humidity
Date: 2025-08-16, Hour: 00:10, Room: Kitchen, Sensor: Humidity Sensor, Value: %28.25, Status: Low Humidity
Date: 2025-08-16, Hour: 00:10, Room: Bedroom, Sensor: Humidity Sensor, Value: %27.7, Status: Low Humidity
Date: 2025-08-16, Hour: 00:15, Room: Living Room, Sensor: Temperature Sensor, Value: 16.18°C, Status: High Temperature
Date: 2025-08-16, Hour: 00:15, Room: Kitchen, Sensor: Temperature Sensor, Value: 17.17°C, Status: High Temperature
Date: 2025-08-16, Hour: 00:15, Room: Bedroom, Sensor: Temperature Sensor, Value: 16.97°C, Status: High Temperature
Date: 2025-08-16, Hour: 00:15, Room: Living Room, Sensor: Humidity Sensor, Value: %28.98, Status: Low Humidity
Date: 2025-08-16, Hour: 00:15, Room: Kitchen, Sensor: Humidity Sensor, Value: %27.8, Status: Low Humidity
Date: 2025-08-16, Hour: 00:15, Room: Bedroom, Sensor: Humidity Sensor, Value: %29.78, Status: Low Humidity
Date: 2025-08-16, Hour: 00:20, Room: Living Room, Sensor: Temperature Sensor, Value: 17.59°C, Status: High Temperature
Date: 2025-08-16, Hour: 00:20, Room: Kitchen, Sensor: Temperature Sensor, Value: 17.32°C, Status: High Temperature
Date: 2025-08-16, Hour: 00:20, Room: Bedroom, Sensor: Temperature Sensor, Value: 15.99°C, Status: High Temperature
Date: 2025-08-16, Hour: 00:20, Room: Living Room, Sensor: Humidity Sensor, Value: %28.43, Status: Low Humidity
Date: 2025-08-16, Hour: 00:20, Room: Kitchen, Sensor: Humidity Sensor, Value: %28.82, Status: Low Humidity
Date: 2025-08-16, Hour: 00:20, Room: Bedroom, Sensor: Humidity Sensor, Value: %30.07, Status: Normal Humidity
Date: 2025-08-16, Hour: 00:25, Room: Living Room, Sensor: Temperature Sensor, Value: 16.44°C, Status: High Temperature
Date: 2025-08-16, Hour: 00:25, Room: Kitchen, Sensor: Temperature Sensor, Value: 15.92°C, Status: High Temperature
Date: 2025-08-16, Hour: 00:25, Room: Bedroom, Sensor: Temperature Sensor, Value: 17.19°C, Status: High Temperature
Date: 2025-08-16, Hour: 00:25, Room: Living Room, Sensor: Humidity Sensor, Value: %28.39, Status: Low Humidity
Date: 2025-08-16, Hour: 00:25, Room: Kitchen, Sensor: Humidity Sensor, Value: %28.1, Status: Low Humidity
Date: 2025-08-16, Hour: 00:25, Room: Bedroom, Sensor: Humidity Sensor, Value: %28.49, Status: Low Humidity
Date: 2025-08-16, Hour: 00:30, Room: Living Room, Sensor: Temperature Sensor, Value: 17.01°C, Status: High Temperature
Date: 2025-08-16, Hour: 00:30, Room: Kitchen, Sensor: Temperature Sensor, Value: 15.98°C, Status: High Temperature
Date: 2025-08-16, Hour: 00:30, Room: Bedroom, Sensor: Temperature Sensor, Value: 17.56°C, Status: High Temperature
Date: 2025-08-16, Hour: 00:30, Room: Living Room, Sensor: Humidity Sensor, Value: %28.97, Status: Low Humidity
Date: 2025-08-16, Hour: 00:30, Room: Kitchen, Sensor: Humidity Sensor, Value: %27.69, Status: Low Humidity
Date: 2025-08-16, Hour: 00:30, Room: Bedroom, Sensor: Humidity Sensor, Value: %29.18, Status: Low Humidity
Date: 2025-08-16, Hour: 00:35, Room: Living Room, Sensor: Temperature Sensor, Value: 17.08°C, Status: High Temperature
Date: 2025-08-16, Hour: 00:35, Room: Kitchen, Sensor: Temperature Sensor, Value: 16.63°C, Status: High Temperature
Date: 2025-08-16, Hour: 00:35, Room: Bedroom, Sensor: Temperature Sensor, Value: 15.98°C, Status: High Temperature
Date: 2025-08-16, Hour: 00:35, Room: Living Room, Sensor: Humidity Sensor, Value: %29.03, Status: Low Humidity
Date: 2025-08-16, Hour: 00:35, Room: Kitchen, Sensor: Humidity Sensor, Value: %27.95, Status: Low Humidity
Date: 2025-08-16, Hour: 00:35, Room: Bedroom, Sensor: Humidity Sensor, Value: %28.38, Status: Low Humidity
Date: 2025-08-16, Hour: 00:40, Room: Living Room, Sensor: Temperature Sensor, Value: 17.25°C, Status: High Temperature
Date: 2025-08-16, Hour: 00:40, Room: Kitchen, Sensor: Temperature Sensor, Value: 16.5°C, Status: High Temperature
Date: 2025-08-16, Hour: 00:40, Room: Bedroom, Sensor: Temperature Sensor, Value: 16.07°C, Status: High Temperature
Date: 2025-08-16, Hour: 00:40, Room: Living Room, Sensor: Humidity Sensor, Value: %27.93, Status: Low Humidity
Date: 2025-08-16, Hour: 00:40, Room: Kitchen, Sensor: Humidity Sensor, Value: %29.87, Status: Low Humidity
Date: 2025-08-16, Hour: 00:40, Room: Bedroom, Sensor: Humidity Sensor, Value: %27.44, Status: Low Humidity
Date: 2025-08-16, Hour: 00:45, Room: Living Room, Sensor: Temperature Sensor, Value: 17.51°C, Status: High Temperature
Date: 2025-08-16, Hour: 00:45, Room: Kitchen, Sensor: Temperature Sensor, Value: 16.31°C, Status: High Temperature
Date: 2025-08-16, Hour: 00:45, Room: Bedroom, Sensor: Temperature Sensor, Value: 16.75°C, Status: High Temperature
Date: 2025-08-16, Hour: 00:45, Room: Living Room, Sensor: Humidity Sensor, Value: %28.85, Status: Low Humidity
Date: 2025-08-16, Hour: 00:45, Room: Kitchen, Sensor: Humidity Sensor, Value: %28.58, Status: Low Humidity
Date: 2025-08-16, Hour: 00:45, Room: Bedroom, Sensor: Humidity Sensor, Value: %27.57, Status: Low Humidity
Date: 2025-08-16, Hour: 00:50, Room: Living Room, Sensor: Temperature Sensor, Value: 16.19°C, Status: High Temperature
Date: 2025-08-16, Hour: 00:50, Room: Kitchen, Sensor: Temperature Sensor, Value: 17.34°C, Status: High Temperature
Date: 2025-08-16, Hour: 00:50, Room: Bedroom, Sensor: Temperature Sensor, Value: 17.5°C, Status: High Temperature
Date: 2025-08-16, Hour: 00:50, Room: Living Room, Sensor: Humidity Sensor, Value: %27.82, Status: Low Humidity
Date: 2025-08-16, Hour: 00:50, Room: Kitchen, Sensor: Humidity Sensor, Value: %27.46, Status: Low Humidity
Date: 2025-08-16, Hour: 00:50, Room: Bedroom, Sensor: Humidity Sensor, Value: %28.06, Status: Low Humidity
Date: 2025-08-16, Hour: 00:55, Room: Living Room, Sensor: Temperature Sensor, Value: 16.11°C, Status: High Temperature
Date: 2025-08-16, Hour: 00:55, Room: Kitchen, Sensor: Temperature Sensor, Value: 16.3°C, Status: High Temperature
Date: 2025-08-16, Hour: 00:55, Room: Bedroom, Sensor: Temperature Sensor, Value: 16.01°C, Status: High Temperature
Date: 2025-08-16, Hour: 00:55, Room: Living Room, Sensor: Humidity Sensor, Value: %28.67, Status: Low Humidity
Date: 2025-08-16, Hour: 00:55, Room: Kitchen, Sensor: Humidity Sensor, Value: %27.68, Status: Low Humidity
Date: 2025-08-16, Hour: 00:55, Room: Bedroom, Sensor: Humidity Sensor, Value: %28.76, Status: Low Humidity
Date: 2025-08-16, Hour: 01:00, Room: Living Room, Sensor: Temperature Sensor, Value: 16.17°C, Status: High Temperature
Date: 2025-08-16, Hour: 01:00, Room: Kitchen, Sensor: Temperature Sensor, Value: 16.06°C, Status: High Temperature
Date: 2025-08-16, Hour: 01:00, Room: Bedroom, Sensor: Temperature Sensor, Value: 15.36°C, Status: High Temperature
Date: 2025-08-16, Hour: 01:00, Room: Living Room, Sensor: Humidity Sensor, Value: %25.08, Status: Low Humidity
Date: 2025-08-16, Hour: 01:00, Room: Kitchen, Sensor: Humidity Sensor, Value: %23.86, Status: Low Humidity
Date: 2025-08-16, Hour: 01:00, Room: Bedroom, Sensor: Humidity Sensor, Value: %24.66, Status: Low Humidity
Date: 2025-08-16, Hour: 01:05, Room: Living Room, Sensor: Temperature Sensor, Value: 15.04°C, Status: High Temperature
Date: 2025-08-16, Hour: 01:05, Room: Kitchen, Sensor: Temperature Sensor, Value: 15.2°C, Status: High Temperature
Date: 2025-08-16, Hour: 01:05, Room: Bedroom, Sensor: Temperature Sensor, Value: 16.31°C, Status: High Temperature
Date: 2025-08-16, Hour: 01:05, Room: Living Room, Sensor: Humidity Sensor, Value: %24.33, Status: Low Humidity
Date: 2025-08-16, Hour: 01:05, Room: Kitchen, Sensor: Humidity Sensor, Value: %23.15, Status: Low Humidity
Date: 2025-08-16, Hour: 01:05, Room: Bedroom, Sensor: Humidity Sensor, Value: %23.91, Status: Low Humidity
Date: 2025-08-16, Hour: 01:10, Room: Living Room, Sensor: Temperature Sensor, Value: 16.46°C, Status: High Temperature
Date: 2025-08-16, Hour: 01:10, Room: Kitchen, Sensor: Temperature Sensor, Value: 16.16°C, Status: High Temperature
Date: 2025-08-16, Hour: 01:10, Room: Bedroom, Sensor: Temperature Sensor, Value: 15.71°C, Status: High Temperature
Date: 2025-08-16, Hour: 01:10, Room: Living Room, Sensor: Humidity Sensor, Value: %24.15, Status: Low Humidity
Date: 2025-08-16, Hour: 01:10, Room: Kitchen, Sensor: Humidity Sensor, Value: %23.1, Status: Low Humidity
Date: 2025-08-16, Hour: 01:10, Room: Bedroom, Sensor: Humidity Sensor, Value: %24.67, Status: Low Humidity
Date: 2025-08-16, Hour: 01:15, Room: Living Room, Sensor: Temperature Sensor, Value: 16.09°C, Status: High Temperature
Date: 2025-08-16, Hour: 01:15, Room: Kitchen, Sensor: Temperature Sensor, Value: 15.65°C, Status: High Temperature
Date: 2025-08-16, Hour: 01:15, Room: Bedroom, Sensor: Temperature Sensor, Value: 15.63°C, Status: High Temperature
Date: 2025-08-16, Hour: 01:15, Room: Living Room, Sensor: Humidity Sensor, Value: %24.03, Status: Low Humidity
Date: 2025-08-16, Hour: 01:15, Room: Kitchen, Sensor: Humidity Sensor, Value: %24.61, Status: Low Humidity
Date: 2025-08-16, Hour: 01:15, Room: Bedroom, Sensor: Humidity Sensor, Value: %25.03, Status: Low Humidity
Date: 2025-08-16, Hour: 01:20, Room: Living Room, Sensor: Temperature Sensor, Value: 15.2°C, Status: High Temperature
Date: 2025-08-16, Hour: 01:20, Room: Kitchen, Sensor: Temperature Sensor, Value: 15.82°C, Status: High Temperature
Date: 2025-08-16, Hour: 01:20, Room: Bedroom, Sensor: Temperature Sensor, Value: 16.59°C, Status: High Temperature
Date: 2025-08-16, Hour: 01:20, Room: Living Room, Sensor: Humidity Sensor, Value: %23.74, Status: Low Humidity
Date: 2025-08-16, Hour: 01:20, Room: Kitchen, Sensor: Humidity Sensor, Value: %24.22, Status: Low Humidity
Date: 2025-08-16, Hour: 01:20, Room: Bedroom, Sensor: Humidity Sensor, Value: %23.47, Status: Low Humidity
Date: 2025-08-16, Hour: 01:25, Room: Living Room, Sensor: Temperature Sensor, Value: 15.53°C, Status: High Temperature
Date: 2025-08-16, Hour: 01:25, Room: Kitchen, Sensor: Temperature Sensor, Value: 15.29°C, Status: High Temperature
Date: 2025-08-16, Hour: 01:25, Room: Bedroom, Sensor: Temperature Sensor, Value: 15.83°C, Status: High Temperature
Date: 2025-08-16, Hour: 01:25, Room: Living Room, Sensor: Humidity Sensor, Value: %24.71, Status: Low Humidity
Date: 2025-08-16, Hour: 01:25, Room: Kitchen, Sensor: Humidity Sensor, Value: %23.59, Status: Low Humidity
Date: 2025-08-16, Hour: 01:25, Room: Bedroom, Sensor: Humidity Sensor, Value: %24.08, Status: Low Humidity
Date: 2025-08-16, Hour: 01:30, Room: Living Room, Sensor: Temperature Sensor, Value: 15.47°C, Status: High Temperature
Date: 2025-08-16, Hour: 01:30, Room: Kitchen, Sensor: Temperature Sensor, Value: 15.16°C, Status: High Temperature
Date: 2025-08-16, Hour: 01:30, Room: Bedroom, Sensor: Temperature Sensor, Value: 16.22°C, Status: High Temperature
Date: 2025-08-16, Hour: 01:30, Room: Living Room, Sensor: Humidity Sensor, Value: %24.77, Status: Low Humidity
Date: 2025-08-16, Hour: 01:30, Room: Kitchen, Sensor: Humidity Sensor, Value: %24.73, Status: Low Humidity
Date: 2025-08-16, Hour: 01:30, Room: Bedroom, Sensor: Humidity Sensor, Value: %24.84, Status: Low Humidity
Date: 2025-08-16, Hour: 01:35, Room: Living Room, Sensor: Temperature Sensor, Value: 15.88°C, Status: High Temperature
Date: 2025-08-16, Hour: 01:35, Room: Kitchen, Sensor: Temperature Sensor, Value: 16.08°C, Status: High Temperature
Date: 2025-08-16, Hour: 01:35, Room: Bedroom, Sensor: Temperature Sensor, Value: 15.47°C, Status: High Temperature
Date: 2025-08-16, Hour: 01:35, Room: Living Room, Sensor: Humidity Sensor, Value: %23.61, Status: Low Humidity
Date: 2025-08-16, Hour: 01:35, Room: Kitchen, Sensor: Humidity Sensor, Value: %25.1, Status: Low Humidity
Date: 2025-08-16, Hour: 01:35, Room: Bedroom, Sensor: Humidity Sensor, Value: %24.84, Status: Low Humidity
Date: 2025-08-16, Hour: 01:40, Room: Living Room, Sensor: Temperature Sensor, Value: 15.21°C, Status: High Temperature
Date: 2025-08-16, Hour: 01:40, Room: Kitchen, Sensor: Temperature Sensor, Value: 15.97°C, Status: High Temperature
Date: 2025-08-16, Hour: 01:40, Room: Bedroom, Sensor: Temperature Sensor, Value: 15.95°C, Status: High Temperature
Date: 2025-08-16, Hour: 01:40, Room: Living Room, Sensor: Humidity Sensor, Value: %24.45, Status: Low Humidity
Date: 2025-08-16, Hour: 01:40, Room: Kitchen, Sensor: Humidity Sensor, Value: %23.9, Status: Low Humidity
Date: 2025-08-16, Hour: 01:40, Room: Bedroom, Sensor: Humidity Sensor, Value: %24.41, Status: Low Humidity
Date: 2025-08-16, Hour: 01:45, Room: Living Room, Sensor: Temperature Sensor, Value: 15.7°C, Status: High Temperature
Date: 2025-08-16, Hour: 01:45, Room: Kitchen, Sensor: Temperature Sensor, Value: 15.27°C, Status: High Temperature
Date: 2025-08-16, Hour: 01:45, Room: Bedroom, Sensor: Temperature Sensor, Value: 15.33°C, Status: High Temperature
Date: 2025-08-16, Hour: 01:45, Room: Living Room, Sensor: Humidity Sensor, Value: %23.92, Status: Low Humidity
Date: 2025-08-16, Hour: 01:45, Room: Kitchen, Sensor: Humidity Sensor, Value: %23.26, Status: Low Humidity
Date: 2025-08-16, Hour: 01:45, Room: Bedroom, Sensor: Humidity Sensor, Value: %24.63, Status: Low Humidity
Date: 2025-08-16, Hour: 01:50, Room: Living Room, Sensor: Temperature Sensor, Value: 15.79°C, Status: High Temperature
Date: 2025-08-16, Hour: 01:50, Room: Kitchen, Sensor: Temperature Sensor, Value: 16.34°C, Status: High Temperature
Date: 2025-08-16, Hour: 01:50, Room: Bedroom, Sensor: Temperature Sensor, Value: 15.38°C, Status: High Temperature
Date: 2025-08-16, Hour: 01:50, Room: Living Room, Sensor: Humidity Sensor, Value: %24.32, Status: Low Humidity
Date: 2025-08-16, Hour: 01:50, Room: Kitchen, Sensor: Humidity Sensor, Value: %25.18, Status: Low Humidity
Date: 2025-08-16, Hour: 01:50, Room: Bedroom, Sensor: Humidity Sensor, Value: %24.68, Status: Low Humidity
Date: 2025-08-16, Hour: 01:55, Room: Living Room, Sensor: Temperature Sensor, Value: 16.53°C, Status: High Temperature
Date: 2025-08-16, Hour: 01:55, Room: Kitchen, Sensor: Temperature Sensor, Value: 15.87°C, Status: High Temperature
Date: 2025-08-16, Hour: 01:55, Room: Bedroom, Sensor: Temperature Sensor, Value: 16.54°C, Status: High Temperature
Date: 2025-08-16, Hour: 01:55, Room: Living Room, Sensor: Humidity Sensor, Value: %25.17, Status: Low Humidity
Date: 2025-08-16, Hour: 01:55, Room: Kitchen, Sensor: Humidity Sensor, Value: %24.96, Status: Low Humidity
Date: 2025-08-16, Hour: 01:55, Room: Bedroom, Sensor: Humidity Sensor, Value: %23.58, Status: Low Humidity
Date: 2025-08-16, Hour: 02:00, Room: Living Room, Sensor: Temperature Sensor, Value: 15.69°C, Status: High Temperature
Date: 2025-08-16, Hour: 02:00, Room: Kitchen, Sensor: Temperature Sensor, Value: 15.4°C, Status: High Temperature
Date: 2025-08-16, Hour: 02:00, Room: Bedroom, Sensor: Temperature Sensor, Value: 15.21°C, Status: High Temperature
Date: 2025-08-16, Hour: 02:00, Room: Living Room, Sensor: Humidity Sensor, Value: %22.04, Status: Low Humidity
Date: 2025-08-16, Hour: 02:00, Room: Kitchen, Sensor: Humidity Sensor, Value: %20.09, Status: Low Humidity
Date: 2025-08-16, Hour: 02:00, Room: Bedroom, Sensor: Humidity Sensor, Value: %21.62, Status: Low Humidity
Date: 2025-08-16, Hour: 02:05, Room: Living Room, Sensor: Temperature Sensor, Value: 15.71°C, Status: High Temperature
Date: 2025-08-16, Hour: 02:05, Room: Kitchen, Sensor: Temperature Sensor, Value: 15.56°C, Status: High Temperature
Date: 2025-08-16, Hour: 02:05, Room: Bedroom, Sensor: Temperature Sensor, Value: 15.94°C, Status: High Temperature
Date: 2025-08-16, Hour: 02:05, Room: Living Room, Sensor: Humidity Sensor, Value: %21.98, Status: Low Humidity
Date: 2025-08-16, Hour: 02:05, Room: Kitchen, Sensor: Humidity Sensor, Value: %20.16, Status: Low Humidity
Date: 2025-08-16, Hour: 02:05, Room: Bedroom, Sensor: Humidity Sensor, Value: %21.07, Status: Low Humidity
Date: 2025-08-16, Hour: 02:10, Room: Living Room, Sensor: Temperature Sensor, Value: 15.71°C, Status: High Temperature
Date: 2025-08-16, Hour: 02:10, Room: Kitchen, Sensor: Temperature Sensor, Value: 15.0°C, Status: High Temperature
Date: 2025-08-16, Hour: 02:10, Room: Bedroom, Sensor: Temperature Sensor, Value: 15.32°C, Status: High Temperature
Date: 2025-08-16, Hour: 02:10, Room: Living Room, Sensor: Humidity Sensor, Value: %21.03, Status: Low Humidity
Date: 2025-08-16, Hour: 02:10, Room: Kitchen, Sensor: Humidity Sensor, Value: %20.97, Status: Low Humidity
Date: 2025-08-16, Hour: 02:10, Room: Bedroom, Sensor: Humidity Sensor, Value: %20.64, Status: Low Humidity
Date: 2025-08-16, Hour: 02:15, Room: Living Room, Sensor: Temperature Sensor, Value: 15.73°C, Status: High Temperature
Date: 2025-08-16, Hour: 02:15, Room: Kitchen, Sensor: Temperature Sensor, Value: 15.64°C, Status: High Temperature
Date: 2025-08-16, Hour: 02:15, Room: Bedroom, Sensor: Temperature Sensor, Value: 15.54°C, Status: High Temperature
Date: 2025-08-16, Hour: 02:15, Room: Living Room, Sensor: Humidity Sensor, Value: %21.31, Status: Low Humidity
Date: 2025-08-16, Hour: 02:15, Room: Kitchen, Sensor: Humidity Sensor, Value: %21.14, Status: Low Humidity
Date: 2025-08-16, Hour: 02:15, Room: Bedroom, Sensor: Humidity Sensor, Value: %20.51, Status: Low Humidity
Date: 2025-08-16, Hour: 02:20, Room: Living Room, Sensor: Temperature Sensor, Value: 15.0°C, Status: High Temperature
Date: 2025-08-16, Hour: 02:20, Room: Kitchen, Sensor: Temperature Sensor, Value: 15.66°C, Status: High Temperature
Date: 2025-08-16, Hour: 02:20, Room: Bedroom, Sensor: Temperature Sensor, Value: 15.67°C, Status: High Temperature
Date: 2025-08-16, Hour: 02:20, Room: Living Room, Sensor: Humidity Sensor, Value: %20.79, Status: Low Humidity
Date: 2025-08-16, Hour: 02:20, Room: Kitchen, Sensor: Humidity Sensor, Value: %21.22, Status: Low Humidity
Date: 2025-08-16, Hour: 02:20, Room: Bedroom, Sensor: Humidity Sensor, Value: %20.23, Status: Low Humidity
Date: 2025-08-16, Hour: 02:25, Room: Living Room, Sensor: Temperature Sensor, Value: 15.0°C, Status: High Temperature
Date: 2025-08-16, Hour: 02:25, Room: Kitchen, Sensor: Temperature Sensor, Value: 15.72°C, Status: High Temperature
Date: 2025-08-16, Hour: 02:25, Room: Bedroom, Sensor: Temperature Sensor, Value: 15.0°C, Status: High Temperature
Date: 2025-08-16, Hour: 02:25, Room: Living Room, Sensor: Humidity Sensor, Value: %21.16, Status: Low Humidity
Date: 2025-08-16, Hour: 02:25, Room: Kitchen, Sensor: Humidity Sensor, Value: %20.37, Status: Low Humidity
Date: 2025-08-16, Hour: 02:25, Room: Bedroom, Sensor: Humidity Sensor, Value: %21.3, Status: Low Humidity
Date: 2025-08-16, Hour: 02:30, Room: Living Room, Sensor: Temperature Sensor, Value: 15.0°C, Status: High Temperature
Date: 2025-08-16, Hour: 02:30, Room: Kitchen, Sensor: Temperature Sensor, Value: 15.0°C, Status: High Temperature
Date: 2025-08-16, Hour: 02:30, Room: Bedroom, Sensor: Temperature Sensor, Value: 15.72°C, Status: High Temperature
Date: 2025-08-16, Hour: 02:30, Room: Living Room, Sensor: Humidity Sensor, Value: %20.07, Status: Low Humidity
Date: 2025-08-16, Hour: 02:30, Room: Kitchen, Sensor: Humidity Sensor, Value: %21.7, Status: Low Humidity
Date: 2025-08-16, Hour: 02:30, Room: Bedroom, Sensor: Humidity Sensor, Value: %21.41, Status: Low Humidity
Date: 2025-08-16, Hour: 02:35, Room: Living Room, Sensor: Temperature Sensor, Value: 15.0°C, Status: High Temperature
Date: 2025-08-16, Hour: 02:35, Room: Kitchen, Sensor: Temperature Sensor, Value: 15.79°C, Status: High Temperature
Date: 2025-08-16, Hour: 02:35, Room: Bedroom, Sensor: Temperature Sensor, Value: 15.7°C, Status: High Temperature
Date: 2025-08-16, Hour: 02:35, Room: Living Room, Sensor: Humidity Sensor, Value: %21.26, Status: Low Humidity
Date: 2025-08-16, Hour: 02:35, Room: Kitchen, Sensor: Humidity Sensor, Value: %20.82, Status: Low Humidity
Date: 2025-08-16, Hour: 02:35, Room: Bedroom, Sensor: Humidity Sensor, Value: %21.46, Status: Low Humidity
Date: 2025-08-16, Hour: 02:40, Room: Living Room, Sensor: Temperature Sensor, Value: 15.01°C, Status: High Temperature
Date: 2025-08-16, Hour: 02:40, Room: Kitchen, Sensor: Temperature Sensor, Value: 15.0°C, Status: High Temperature
Date: 2025-08-16, Hour: 02:40, Room: Bedroom, Sensor: Temperature Sensor, Value: 15.0°C, Status: High Temperature
Date: 2025-08-16, Hour: 02:40, Room: Living Room, Sensor: Humidity Sensor, Value: %20.8, Status: Low Humidity
Date: 2025-08-16, Hour: 02:40, Room: Kitchen, Sensor: Humidity Sensor, Value: %21.38, Status: Low Humidity
Date: 2025-08-16, Hour: 02:40, Room: Bedroom, Sensor: Humidity Sensor, Value: %20.85, Status: Low Humidity
Date: 2025-08-16, Hour: 02:45, Room: Living Room, Sensor: Temperature Sensor, Value: 15.0°C, Status: High Temperature
Date: 2025-08-16, Hour: 02:45, Room: Kitchen, Sensor: Temperature Sensor, Value: 15.13°C, Status: High Temperature
Date: 2025-08-16, Hour: 02:45, Room: Bedroom, Sensor: Temperature Sensor, Value: 15.0°C, Status: High Temperature
Date: 2025-08-16, Hour: 02:45, Room: Living Room, Sensor: Humidity Sensor, Value: %21.44, Status: Low Humidity
Date: 2025-08-16, Hour: 02:45, Room: Kitchen, Sensor: Humidity Sensor, Value: %21.81, Status: Low Humidity
Date: 2025-08-16, Hour: 02:45, Room: Bedroom, Sensor: Humidity Sensor, Value: %21.86, Status: Low Humidity
Date: 2025-08-16, Hour: 02:50, Room: Living Room, Sensor: Temperature Sensor, Value: 15.18°C, Status: High Temperature
Date: 2025-08-16, Hour: 02:50, Room: Kitchen, Sensor: Temperature Sensor, Value: 15.01°C, Status: High Temperature
Date: 2025-08-16, Hour: 02:50, Room: Bedroom, Sensor: Temperature Sensor, Value: 15.0°C, Status: High Temperature
Date: 2025-08-16, Hour: 02:50, Room: Living Room, Sensor: Humidity Sensor, Value: %20.27, Status: Low Humidity
Date: 2025-08-16, Hour: 02:50, Room: Kitchen, Sensor: Humidity Sensor, Value: %20.0, Status: Low Humidity
Date: 2025-08-16, Hour: 02:50, Room: Bedroom, Sensor: Humidity Sensor, Value: %20.85, Status: Low Humidity
Date: 2025-08-16, Hour: 02:55, Room: Living Room, Sensor: Temperature Sensor, Value: 15.0°C, Status: High Temperature
Date: 2025-08-16, Hour: 02:55, Room: Kitchen, Sensor: Temperature Sensor, Value: 15.0°C, Status: High Temperature
Date: 2025-08-16, Hour: 02:55, Room: Bedroom, Sensor: Temperature Sensor, Value: 15.45°C, Status: High Temperature
Date: 2025-08-16, Hour: 02:55, Room: Living Room, Sensor: Humidity Sensor, Value: %20.78, Status: Low Humidity
Date: 2025-08-16, Hour: 02:55, Room: Kitchen, Sensor: Humidity Sensor, Value: %21.85, Status: Low Humidity
Date: 2025-08-16, Hour: 02:55, Room: Bedroom, Sensor: Humidity Sensor, Value: %20.88, Status: Low Humidity
Date: 2025-08-16, Hour: 03:00, Room: Living Room, Sensor: Temperature Sensor, Value: 15.0°C, Status: High Temperature
Date: 2025-08-16, Hour: 03:00, Room: Kitchen, Sensor: Temperature Sensor, Value: 15.67°C, Status: High Temperature
Date: 2025-08-16, Hour: 03:00, Room: Bedroom, Sensor: Temperature Sensor, Value: 15.58°C, Status: High Temperature
Date: 2025-08-16, Hour: 03:00, Room: Living Room, Sensor: Humidity Sensor, Value: %20.0, Status: Low Humidity
Date: 2025-08-16, Hour: 03:00, Room: Kitchen, Sensor: Humidity Sensor, Value: %20.9, Status: Low Humidity
