Date,Hour,Sensor,Room,Sensor Value,Sensor Unit,Room Status
2025-08-15,21:25,Temperature Sensor,Living Room,21.8,°C,High Temperature
2025-08-15,21:25,Temperature Sensor,Kitchen,20.69,°C,High Temperature
2025-08-15,21:25,Temperature Sensor,Bedroom,21.98,°C,High Temperature
2025-08-15,21:25,Humidity Sensor,Living Room,49.52,%,Normal Humidity
2025-08-15,21:25,Humidity Sensor,Kitchen,50.7,%,Normal Humidity
2025-08-15,21:25,Humidity Sensor,Bedroom,47.69,%,Normal Humidity
2025-08-15,21:30,Temperature Sensor,Living Room,20.35,°C,High Temperature
2025-08-15,21:30,Temperature Sensor,Kitchen,21.05,°C,High Temperature
2025-08-15,21:30,Temperature Sensor,Bedroom,20.14,°C,High Temperature
2025-08-15,21:30,Humidity Sensor,Living Room,50.55,%,Normal Humidity
2025-08-15,21:30,Humidity Sensor,Kitchen,47.53,%,Normal Humidity
2025-08-15,21:30,Humidity Sensor,Bedroom,49.38,%,Normal Humidity
2025-08-15,21:35,Temperature Sensor,Living Room,20.68,°C,High Temperature
2025-08-15,21:35,Temperature Sensor,Kitchen,20.63,°C,High Temperature
2025-08-15,21:35,Temperature Sensor,Bedroom,21.82,°C,High Temperature
2025-08-15,21:35,Humidity Sensor,Living Room,50.1,%,Normal Humidity
2025-08-15,21:35,Humidity Sensor,Kitchen,48.0,%,Normal Humidity
2025-08-15,21:35,Humidity Sensor,Bedroom,52.04,%,Normal Humidity
2025-08-15,21:40,Temperature Sensor,Living Room,20.26,°C,High Temperature
2025-08-15,21:40,Temperature Sensor,Kitchen,21.56,°C,High Temperature
2025-08-15,21:40,Temperature Sensor,Bedroom,21.54,°C,High Temperature
2025-08-15,21:40,Humidity Sensor,Living Room,49.78,%,Normal Humidity
2025-08-15,21:40,Humidity Sensor,Kitchen,52.45,%,Normal Humidity
2025-08-15,21:40,Humidity Sensor,Bedroom,48.25,%,Normal Humidity
2025-08-15,21:45,Temperature Sensor,Living Room,21.79,°C,High Temperature
2025-08-15,21:45,Temperature Sensor,Kitchen,20.07,°C,High Temperature
2025-08-15,21:45,Temperature Sensor,Bedroom,21.54,°C,High Temperature
2025-08-15,21:45,Humidity Sensor,Living Room,49.8,%,Normal Humidity
2025-08-15,21:45,Humidity Sensor,Kitchen,50.31,%,Normal Humidity
2025-08-15,21:45,Humidity Sensor,Bedroom,48.3,%,Normal Humidity
2025-08-15,21:50,Temperature Sensor,Living Room,21.85,°C,High Temperature
2025-08-15,21:50,Temperature Sensor,Kitchen,20.31,°C,High Temperature
2025-08-15,21:50,Temperature Sensor,Bedroom,20.96,°C,High Temperature
2025-08-15,21:50,Humidity Sensor,Living Room,49.79,%,Normal Humidity
2025-08-15,21:50,Humidity Sensor,Kitchen,49.97,%,Normal Humidity
2025-08-15,21:50,Humidity Sensor,Bedroom,47.99,%,Normal Humidity
2025-08-15,21:55,Temperature Sensor,Living Room,20.22,°C,High Temperature
2025-08-15,21:55,Temperature Sensor,Kitchen,21.39,°C,High Temperature
2025-08-15,21:55,Temperature Sensor,Bedroom,21.17,°C,High Temperature
2025-08-15,21:55,Humidity Sensor,Living Room,49.68,%,Normal Humidity
2025-08-15,21:55,Humidity Sensor,Kitchen,51.73,%,Normal Humidity
2025-08-15,21:55,Humidity Sensor,Bedroom,49.97,%,Normal Humidity
2025-08-15,22:00,Temperature Sensor,Living Room,19.19,°C,High Temperature
2025-08-15,22:00,Temperature Sensor,Kitchen,19.53,°C,High Temperature
2025-08-15,22:00,Temperature Sensor,Bedroom,20.41,°C,High Temperature
2025-08-15,22:00,Humidity Sensor,Living Room,42.16,%,Normal Humidity
2025-08-15,22:00,Humidity Sensor,Kitchen,40.22,%,Normal Humidity
2025-08-15,22:00,Humidity Sensor,Bedroom,40.17,%,Normal Humidity
2025-08-15,22:05,Temperature Sensor,Living Room,20.4,°C,High Temperature
2025-08-15,22:05,Temperature Sensor,Kitchen,20.25,°C,High Temperature
2025-08-15,22:05,Temperature Sensor,Bedroom,19.99,°C,High Temperature
2025-08-15,22:05,Humidity Sensor,Living Room,43.74,%,Normal Humidity
2025-08-15,22:05,Humidity Sensor,Kitchen,40.99,%,Normal Humidity
2025-08-15,22:05,Humidity Sensor,Bedroom,42.46,%,Normal Humidity
2025-08-15,22:10,Temperature Sensor,Living Room,19.04,°C,High Temperature
2025-08-15,22:10,Temperature Sensor,Kitchen,19.34,°C,High Temperature
2025-08-15,22:10,Temperature Sensor,Bedroom,18.61,°C,High Temperature
2025-08-15,22:10,Humidity Sensor,Living Room,42.73,%,Normal Humidity
2025-08-15,22:10,Humidity Sensor,Kitchen,43.95,%,Normal Humidity
2025-08-15,22:10,Humidity Sensor,Bedroom,43.48,%,Normal Humidity
2025-08-15,22:15,Temperature Sensor,Living Room,19.66,°C,High Temperature
2025-08-15,22:15,Temperature Sensor,Kitchen,18.91,°C,High Temperature
2025-08-15,22:15,Temperature Sensor,Bedroom,19.52,°C,High Temperature
2025-08-15,22:15,Humidity Sensor,Living Room,42.64,%,Normal Humidity
2025-08-15,22:15,Humidity Sensor,Kitchen,43.17,%,Normal Humidity
2025-08-15,22:15,Humidity Sensor,Bedroom,42.96,%,Normal Humidity
2025-08-15,22:20,Temperature Sensor,Living Room,19.87,°C,High Temperature
2025-08-15,22:20,Temperature Sensor,Kitchen,19.83,°C,High Temperature
2025-08-15,22:20,Temperature Sensor,Bedroom,19.76,°C,High Temperature
2025-08-15,22:20,Humidity Sensor,Living Room,43.98,%,Normal Humidity
2025-08-15,22:20,Humidity Sensor,Kitchen,41.04,%,Normal Humidity
2025-08-15,22:20,Humidity Sensor,Bedroom,42.85,%,Normal Humidity
2025-08-15,22:25,Temperature Sensor,Living Room,18.75,°C,High Temperature
2025-08-15,22:25,Temperature Sensor,Kitchen,18.72,°C,High Temperature
2025-08-15,22:25,Temperature Sensor,Bedroom,19.01,°C,High Temperature
2025-08-15,22:25,Humidity Sensor,Living Room,42.86,%,Normal Humidity
2025-08-15,22:25,Humidity Sensor,Kitchen,42.07,%,Normal Humidity
2025-08-15,22:25,Humidity Sensor,Bedroom,43.99,%,Normal Humidity
2025-08-15,22:30,Temperature Sensor,Living Room,19.08,°C,High Temperature
2025-08-15,22:30,Temperature Sensor,Kitchen,19.53,°C,High Temperature
2025-08-15,22:30,Temperature Sensor,Bedroom,19.23,°C,High Temperature
2025-08-15,22:30,Humidity Sensor,Living Room,40.28,%,Normal Humidity
2025-08-15,22:30,Humidity Sensor,Kitchen,41.75,%,Normal Humidity
2025-08-15,22:30,Humidity Sensor,Bedroom,41.99,%,Normal Humidity
2025-08-15,22:35,Temperature Sensor,Living Room,19.48,°C,High Temperature
2025-08-15,22:35,Temperature Sensor,Kitchen,19.67,°C,High Temperature
2025-08-15,22:35,Temperature Sensor,Bedroom,18.5,°C,High Temperature
2025-08-15,22:35,Humidity Sensor,Living Room,43.19,%,Normal Humidity
2025-08-15,22:35,Humidity Sensor,Kitchen,43.36,%,Normal Humidity
2025-08-15,22:35,Humidity Sensor,Bedroom,42.19,%,Normal Humidity
2025-08-15,22:40,Temperature Sensor,Living Room,18.83,°C,High Temperature
2025-08-15,22:40,Temperature Sensor,Kitchen,20.19,°C,High Temperature
2025-08-15,22:40,Temperature Sensor,Bedroom,20.26,°C,High Temperature
2025-08-15,22:40,Humidity Sensor,Living Room,44.33,%,Normal Humidity
2025-08-15,22:40,Humidity Sensor,Kitchen,43.31,%,Normal Humidity
2025-08-15,22:40,Humidity Sensor,Bedroom,42.88,%,Normal Humidity
2025-08-15,22:45,Temperature Sensor,Living Room,19.24,°C,High Temperature
2025-08-15,22:45,Temperature Sensor,Kitchen,18.99,°C,High Temperature
2025-08-15,22:45,Temperature Sensor,Bedroom,19.38,°C,High Temperature
2025-08-15,22:45,Humidity Sensor,Living Room,41.62,%,Normal Humidity
2025-08-15,22:45,Humidity Sensor,Kitchen,41.2,%,Normal Humidity
2025-08-15,22:45,Humidity Sensor,Bedroom,43.53,%,Normal Humidity
2025-08-15,22:50,Temperature Sensor,Living Room,19.95,°C,High Temperature
2025-08-15,22:50,Temperature Sensor,Kitchen,19.96,°C,High Temperature
2025-08-15,22:50,Temperature Sensor,Bedroom,19.87,°C,High Temperature
2025-08-15,22:50,Humidity Sensor,Living Room,42.11,%,Normal Humidity
2025-08-15,22:50,Humidity Sensor,Kitchen,41.27,%,Normal Humidity
2025-08-15,22:50,Humidity Sensor,Bedroom,41.03,%,Normal Humidity
2025-08-15,22:55,Temperature Sensor,Living Room,19.38,°C,High Temperature
2025-08-15,22:55,Temperature Sensor,Kitchen,19.11,°C,High Temperature
2025-08-15,22:55,Temperature Sensor,Bedroom,19.47,°C,High Temperature
2025-08-15,22:55,Humidity Sensor,Living Room,42.53,%,Normal Humidity
2025-08-15,22:55,Humidity Sensor,Kitchen,42.85,%,Normal Humidity
2025-08-15,22:55,Humidity Sensor,Bedroom,41.72,%,Normal Humidity
2025-08-15,23:00,Temperature Sensor,Living Room,17.21,°C,High Temperature
2025-08-15,23:00,Temperature Sensor,Kitchen,17.45,°C,High Temperature
2025-08-15,23:00,Temperature Sensor,Bedroom,18.88,°C,High Temperature
2025-08-15,23:00,Humidity Sensor,Living Room,35.16,%,Normal Humidity
2025-08-15,23:00,Humidity Sensor,Kitchen,34.92,%,Normal Humidity
2025-08-15,23:00,Humidity Sensor,Bedroom,36.48,%,Normal Humidity
2025-08-15,23:05,Temperature Sensor,Living Room,17.81,°C,High Temperature
2025-08-15,23:05,Temperature Sensor,Kitchen,18.08,°C,High Temperature
2025-08-15,23:05,Temperature Sensor,Bedroom,18.09,°C,High Temperature
2025-08-15,23:05,Humidity Sensor,Living Room,35.37,%,Normal Humidity
2025-08-15,23:05,Humidity Sensor,Kitchen,35.52,%,Normal Humidity
2025-08-15,23:05,Humidity Sensor,Bedroom,36.49,%,Normal Humidity
2025-08-15,23:10,Temperature Sensor,Living Room,17.24,°C,High Temperature
2025-08-15,23:10,Temperature Sensor,Kitchen,17.6,°C,High Temperature
2025-08-15,23:10,Temperature Sensor,Bedroom,17.54,°C,High Temperature
2025-08-15,23:10,Humidity Sensor,Living Room,35.38,%,Normal Humidity
2025-08-15,23:10,Humidity Sensor,Kitchen,34.79,%,Normal Humidity
2025-08-15,23:10,Humidity Sensor,Bedroom,34.92,%,Normal Humidity
2025-08-15,23:15,Temperature Sensor,Living Room,18.09,°C,High Temperature
2025-08-15,23:15,Temperature Sensor,Kitchen,18.26,°C,High Temperature
2025-08-15,23:15,Temperature Sensor,Bedroom,18.25,°C,High Temperature
2025-08-15,23:15,Humidity Sensor,Living Room,33.5,%,Normal Humidity
2025-08-15,23:15,Humidity Sensor,Kitchen,36.14,%,Normal Humidity
2025-08-15,23:15,Humidity Sensor,Bedroom,35.27,%,Normal Humidity
2025-08-15,23:20,Temperature Sensor,Living Room,18.64,°C,High Temperature
2025-08-15,23:20,Temperature Sensor,Kitchen,17.35,°C,High Temperature
2025-08-15,23:20,Temperature Sensor,Bedroom,17.88,°C,High Temperature
2025-08-15,23:20,Humidity Sensor,Living Room,36.03,%,Normal Humidity
2025-08-15,23:20,Humidity Sensor,Kitchen,33.48,%,Normal Humidity
2025-08-15,23:20,Humidity Sensor,Bedroom,34.9,%,Normal Humidity
2025-08-15,23:25,Temperature Sensor,Living Room,17.69,°C,High Temperature
2025-08-15,23:25,Temperature Sensor,Kitchen,17.78,°C,High Temperature
2025-08-15,23:25,Temperature Sensor,Bedroom,17.26,°C,High Temperature
2025-08-15,23:25,Humidity Sensor,Living Room,35.54,%,Normal Humidity
2025-08-15,23:25,Humidity Sensor,Kitchen,33.81,%,Normal Humidity
2025-08-15,23:25,Humidity Sensor,Bedroom,35.45,%,Normal Humidity
2025-08-15,23:30,Temperature Sensor,Living Room,18.22,°C,High Temperature
2025-08-15,23:30,Temperature Sensor,Kitchen,18.42,°C,High Temperature
2025-08-15,23:30,Temperature Sensor,Bedroom,18.86,°C,High Temperature
2025-08-15,23:30,Humidity Sensor,Living Room,35.41,%,Normal Humidity
2025-08-15,23:30,Humidity Sensor,Kitchen,35.94,%,Normal Humidity
2025-08-15,23:30,Humidity Sensor,Bedroom,35.5,%,Normal Humidity
2025-08-15,23:35,Temperature Sensor,Living Room,18.82,°C,High Temperature
2025-08-15,23:35,Temperature Sensor,Kitchen,18.22,°C,High Temperature
2025-08-15,23:35,Temperature Sensor,Bedroom,18.21,°C,High Temperature
2025-08-15,23:35,Humidity Sensor,Living Room,36.43,%,Normal Humidity
2025-08-15,23:35,Humidity Sensor,Kitchen,34.9,%,Normal Humidity
2025-08-15,23:35,Humidity Sensor,Bedroom,36.25,%,Normal Humidity
2025-08-15,23:40,Temperature Sensor,Living Room,17.7,°C,High Temperature
2025-08-15,23:40,Temperature Sensor,Kitchen,17.33,°C,High Temperature
2025-08-15,23:40,Temperature Sensor,Bedroom,17.26,°C,High Temperature
2025-08-15,23:40,Humidity Sensor,Living Room,34.93,%,Normal Humidity
2025-08-15,23:40,Humidity Sensor,Kitchen,34.09,%,Normal Humidity
2025-08-15,23:40,Humidity Sensor,Bedroom,35.78,%,Normal Humidity
2025-08-15,23:45,Temperature Sensor,Living Room,17.27,°C,High Temperature
2025-08-15,23:45,Temperature Sensor,Kitchen,17.23,°C,High Temperature
2025-08-15,23:45,Temperature Sensor,Bedroom,17.42,°C,High Temperature
2025-08-15,23:45,Humidity Sensor,Living Room,35.5,%,Normal Humidity
2025-08-15,23:45,Humidity Sensor,Kitchen,34.84,%,Normal Humidity
2025-08-15,23:45,Humidity Sensor,Bedroom,35.12,%,Normal Humidity
2025-08-15,23:50,Temperature Sensor,Living Room,18.37,°C,High Temperature
2025-08-15,23:50,Temperature Sensor,Kitchen,17.74,°C,High Temperature
2025-08-15,23:50,Temperature Sensor,Bedroom,18.88,°C,High Temperature
2025-08-15,23:50,Humidity Sensor,Living Room,34.69,%,Normal Humidity
2025-08-15,23:50,Humidity Sensor,Kitchen,35.5,%,Normal Humidity
2025-08-15,23:50,Humidity Sensor,Bedroom,35.15,%,Normal Humidity
2025-08-15,23:55,Temperature Sensor,Living Room,18.14,°C,High Temperature
2025-08-15,23:55,Temperature Sensor,Kitchen,17.27,°C,High Temperature
2025-08-15,23:55,Temperature Sensor,Bedroom,17.26,°C,High Temperature
2025-08-15,23:55,Humidity Sensor,Living Room,34.51,%,Normal Humidity
2025-08-15,23:55,Humidity Sensor,Kitchen,35.64,%,Normal Humidity
2025-08-15,23:55,Humidity Sensor,Bedroom,33.73,%,Normal Humidity
2025-08-16,00:00,Temperature Sensor,Living Room,16.78,°C,High Temperature
2025-08-16,00:00,Temperature Sensor,Kitchen,16.13,°C,High Temperature
2025-08-16,00:00,Temperature Sensor,Bedroom,15.96,°C,High Temperature
2025-08-16,00:00,Humidity Sensor,Living Room,29.37,%,Low Humidity
2025-08-16,00:00,Humidity Sensor,Kitchen,27.74,%,Low Humidity
2025-08-16,00:00,Humidity Sensor,Bedroom,28.64,%,Low Humidity
2025-08-16,00:05,Temperature Sensor,Living Room,15.92,°C,High Temperature
2025-08-16,00:05,Temperature Sensor,Kitchen,16.59,°C,High Temperature
2025-08-16,00:05,Temperature Sensor,Bedroom,17.37,°C,High Temperature
2025-08-16,00:05,Humidity Sensor,Living Room,29.69,%,Low Humidity
2025-08-16,00:05,Humidity Sensor,Kitchen,29.68,%,Low Humidity
2025-08-16,00:05,Humidity Sensor,Bedroom,28.16,%,Low Humidity
2025-08-16,00:10,Temperature Sensor,Living Room,16.07,°C,High Temperature
2025-08-16,00:10,Temperature Sensor,Kitchen,17.38,°C,High Temperature
2025-08-16,00:10,Temperature Sensor,Bedroom,17.54,°C,High Temperature
2025-08-16,00:10,Humidity Sensor,Living Room,27.87,%,Low Humidity
2025-08-16,00:10,Humidity Sensor,Kitchen,28.25,%,Low Humidity
2025-08-16,00:10,Humidity Sensor,Bedroom,27.7,%,Low Humidity
2025-08-16,00:15,Temperature Sensor,Living Room,16.18,°C,High Temperature
2025-08-16,00:15,Temperature Sensor,Kitchen,17.17,°C,High Temperature
2025-08-16,00:15,Temperature Sensor,Bedroom,16.97,°C,High Temperature
2025-08-16,00:15,Humidity Sensor,Living Room,28.98,%,Low Humidity
2025-08-16,00:15,Humidity Sensor,Kitchen,27.8,%,Low Humidity
2025-08-16,00:15,Humidity Sensor,Bedroom,29.78,%,Low Humidity
2025-08-16,00:20,Temperature Sensor,Living Room,17.59,°C,High Temperature
2025-08-16,00:20,Temperature Sensor,Kitchen,17.32,°C,High Temperature
2025-08-16,00:20,Temperature Sensor,Bedroom,15.99,°C,High Temperature
2025-08-16,00:20,Humidity Sensor,Living Room,28.43,%,Low Humidity
2025-08-16,00:20,Humidity Sensor,Kitchen,28.82,%,Low Humidity
2025-08-16,00:20,Humidity Sensor,Bedroom,30.07,%,Normal Humidity
2025-08-16,00:25,Temperature Sensor,Living Room,16.44,°C,High Temperature
2025-08-16,00:25,Temperature Sensor,Kitchen,15.92,°C,High Temperature
2025-08-16,00:25,Temperature Sensor,Bedroom,17.19,°C,High Temperature
2025-08-16,00:25,Humidity Sensor,Living Room,28.39,%,Low Humidity
2025-08-16,00:25,Humidity Sensor,Kitchen,28.1,%,Low Humidity
2025-08-16,00:25,Humidity Sensor,Bedroom,28.49,%,Low Humidity
2025-08-16,00:30,Temperature Sensor,Living Room,17.01,°C,High Temperature
2025-08-16,00:30,Temperature Sensor,Kitchen,15.98,°C,High Temperature
2025-08-16,00:30,Temperature Sensor,Bedroom,17.56,°C,High Temperature
2025-08-16,00:30,Humidity Sensor,Living Room,28.97,%,Low Humidity
2025-08-16,00:30,Humidity Sensor,Kitchen,27.69,%,Low Humidity
2025-08-16,00:30,Humidity Sensor,Bedroom,29.18,%,Low Humidity
2025-08-16,00:35,Temperature Sensor,Living Room,17.08,°C,High Temperature
2025-08-16,00:35,Temperature Sensor,Kitchen,16.63,°C,High Temperature
2025-08-16,00:35,Temperature Sensor,Bedroom,15.98,°C,High Temperature
2025-08-16,00:35,Humidity Sensor,Living Room,29.03,%,Low Humidity
2025-08-16,00:35,Humidity Sensor,Kitchen,27.95,%,Low Humidity
2025-08-16,00:35,Humidity Sensor,Bedroom,28.38,%,Low Humidity
2025-08-16,00:40,Temperature Sensor,Living Room,17.25,°C,High Temperature
2025-08-16,00:40,Temperature Sensor,Kitchen,16.5,°C,High Temperature
2025-08-16,00:40,Temperature Sensor,Bedroom,16.07,°C,High Temperature
2025-08-16,00:40,Humidity Sensor,Living Room,27.93,%,Low Humidity
2025-08-16,00:40,Humidity Sensor,Kitchen,29.87,%,Low Humidity
2025-08-16,00:40,Humidity Sensor,Bedroom,27.44,%,Low Humidity
2025-08-16,00:45,Temperature Sensor,Living Room,17.51,°C,High Temperature
2025-08-16,00:45,Temperature Sensor,Kitchen,16.31,°C,High Temperature
2025-08-16,00:45,Temperature Sensor,Bedroom,16.75,°C,High Temperature
2025-08-16,00:45,Humidity Sensor,Living Room,28.85,%,Low Humidity
2025-08-16,00:45,Humidity Sensor,Kitchen,28.58,%,Low Humidity
2025-08-16,00:45,Humidity Sensor,Bedroom,27.57,%,Low Humidity
2025-08-16,00:50,Temperature Sensor,Living Room,16.19,°C,High Temperature
2025-08-16,00:50,Temperature Sensor,Kitchen,17.34,°C,High Temperature
2025-08-16,00:50,Temperature Sensor,Bedroom,17.5,°C,High Temperature
2025-08-16,00:50,Humidity Sensor,Living Room,27.82,%,Low Humidity
2025-08-16,00:50,Humidity Sensor,Kitchen,27.46,%,Low Humidity
2025-08-16,00:50,Humidity Sensor,Bedroom,28.06,%,Low Humidity
2025-08-16,00:55,Temperature Sensor,Living Room,16.11,°C,High Temperature
2025-08-16,00:55,Temperature Sensor,Kitchen,16.3,°C,High Temperature
2025-08-16,00:55,Temperature Sensor,Bedroom,16.01,°C,High Temperature
2025-08-16,00:55,Humidity Sensor,Living Room,28.67,%,Low Humidity
2025-08-16,00:55,Humidity Sensor,Kitchen,27.68,%,Low Humidity
2025-08-16,00:55,Humidity Sensor,Bedroom,28.76,%,Low Humidity
2025-08-16,01:00,Temperature Sensor,Living Room,16.17,°C,High Temperature
2025-08-16,01:00,Temperature Sensor,Kitchen,16.06,°C,High Temperature
2025-08-16,01:00,Temperature Sensor,Bedroom,15.36,°C,High Temperature
2025-08-16,01:00,Humidity Sensor,Living Room,25.08,%,Low Humidity
2025-08-16,01:00,Humidity Sensor,Kitchen,23.86,%,Low Humidity
2025-08-16,01:00,Humidity Sensor,Bedroom,24.66,%,Low Humidity
2025-08-16,01:05,Temperature Sensor,Living Room,15.04,°C,High Temperature
2025-08-16,01:05,Temperature Sensor,Kitchen,15.2,°C,High Temperature
2025-08-16,01:05,Temperature Sensor,Bedroom,16.31,°C,High Temperature
2025-08-16,01:05,Humidity Sensor,Living Room,24.33,%,Low Humidity
2025-08-16,01:05,Humidity Sensor,Kitchen,23.15,%,Low Humidity
2025-08-16,01:05,Humidity Sensor,Bedroom,23.91,%,Low Humidity
2025-08-16,01:10,Temperature Sensor,Living Room,16.46,°C,High Temperature
2025-08-16,01:10,Temperature Sensor,Kitchen,16.16,°C,High Temperature
2025-08-16,01:10,Temperature Sensor,Bedroom,15.71,°C,High Temperature
2025-08-16,01:10,Humidity Sensor,Living Room,24.15,%,Low Humidity
2025-08-16,01:10,Humidity Sensor,Kitchen,23.1,%,Low Humidity
2025-08-16,01:10,Humidity Sensor,Bedroom,24.67,%,Low Humidity
2025-08-16,01:15,Temperature Sensor,Living Room,16.09,°C,High Temperature
2025-08-16,01:15,Temperature Sensor,Kitchen,15.65,°C,High Temperature
2025-08-16,01:15,Temperature Sensor,Bedroom,15.63,°C,High Temperature
2025-08-16,01:15,Humidity Sensor,Living Room,24.03,%,Low Humidity
2025-08-16,01:15,Humidity Sensor,Kitchen,24.61,%,Low Humidity
2025-08-16,01:15,Humidity Sensor,Bedroom,25.03,%,Low Humidity
2025-08-16,01:20,Temperature Sensor,Living Room,15.2,°C,High Temperature
2025-08-16,01:20,Temperature Sensor,Kitchen,15.82,°C,High Temperature
2025-08-16,01:20,Temperature Sensor,Bedroom,16.59,°C,High Temperature
2025-08-16,01:20,Humidity Sensor,Living Room,23.74,%,Low Humidity
2025-08-16,01:20,Humidity Sensor,Kitchen,24.22,%,Low Humidity
2025-08-16,01:20,Humidity Sensor,Bedroom,23.47,%,Low Humidity
2025-08-16,01:25,Temperature Sensor,Living Room,15.53,°C,High Temperature
2025-08-16,01:25,Temperature Sensor,Kitchen,15.29,°C,High Temperature
2025-08-16,01:25,Temperature Sensor,Bedroom,15.83,°C,High Temperature
2025-08-16,01:25,Humidity Sensor,Living Room,24.71,%,Low Humidity
2025-08-16,01:25,Humidity Sensor,Kitchen,23.59,%,Low Humidity
2025-08-16,01:25,Humidity Sensor,Bedroom,24.08,%,Low Humidity
2025-08-16,01:30,Temperature Sensor,Living Room,15.47,°C,High Temperature
2025-08-16,01:30,Temperature Sensor,Kitchen,15.16,°C,High Temperature
2025-08-16,01:30,Temperature Sensor,Bedroom,16.22,°C,High Temperature
2025-08-16,01:30,Humidity Sensor,Living Room,24.77,%,Low Humidity
2025-08-16,01:30,Humidity Sensor,Kitchen,24.73,%,Low Humidity
2025-08-16,01:30,Humidity Sensor,Bedroom,24.84,%,Low Humidity
2025-08-16,01:35,Temperature Sensor,Living Room,15.88,°C,High Temperature
2025-08-16,01:35,Temperature Sensor,Kitchen,16.08,°C,High Temperature
2025-08-16,01:35,Temperature Sensor,Bedroom,15.47,°C,High Temperature
2025-08-16,01:35,Humidity Sensor,Living Room,23.61,%,Low Humidity
2025-08-16,01:35,Humidity Sensor,Kitchen,25.1,%,Low Humidity
2025-08-16,01:35,Humidity Sensor,Bedroom,24.84,%,Low Humidity
2025-08-16,01:40,Temperature Sensor,Living Room,15.21,°C,High Temperature
2025-08-16,01:40,Temperature Sensor,Kitchen,15.97,°C,High Temperature
2025-08-16,01:40,Temperature Sensor,Bedroom,15.95,°C,High Temperature
2025-08-16,01:40,Humidity Sensor,Living Room,24.45,%,Low Humidity
2025-08-16,01:40,Humidity Sensor,Kitchen,23.9,%,Low Humidity
2025-08-16,01:40,Humidity Sensor,Bedroom,24.41,%,Low Humidity
2025-08-16,01:45,Temperature Sensor,Living Room,15.7,°C,High Temperature
2025-08-16,01:45,Temperature Sensor,Kitchen,15.27,°C,High Temperature
2025-08-16,01:45,Temperature Sensor,Bedroom,15.33,°C,High Temperature
2025-08-16,01:45,Humidity Sensor,Living Room,23.92,%,Low Humidity
2025-08-16,01:45,Humidity Sensor,Kitchen,23.26,%,Low Humidity
2025-08-16,01:45,Humidity Sensor,Bedroom,24.63,%,Low Humidity
2025-08-16,01:50,Temperature Sensor,Living Room,15.79,°C,High Temperature
2025-08-16,01:50,Temperature Sensor,Kitchen,16.34,°C,High Temperature
2025-08-16,01:50,Temperature Sensor,Bedroom,15.38,°C,High Temperature
2025-08-16,01:50,Humidity Sensor,Living Room,24.32,%,Low Humidity
2025-08-16,01:50,Humidity Sensor,Kitchen,25.18,%,Low Humidity
2025-08-16,01:50,Humidity Sensor,Bedroom,24.68,%,Low Humidity
2025-08-16,01:55,Temperature Sensor,Living Room,16.53,°C,High Temperature
2025-08-16,01:55,Temperature Sensor,Kitchen,15.87,°C,High Temperature
2025-08-16,01:55,Temperature Sensor,Bedroom,16.54,°C,High Temperature
2025-08-16,01:55,Humidity Sensor,Living Room,25.17,%,Low Humidity
2025-08-16,01:55,Humidity Sensor,Kitchen,24.96,%,Low Humidity
2025-08-16,01:55,Humidity Sensor,Bedroom,23.58,%,Low Humidity
2025-08-16,02:00,Temperature Sensor,Living Room,15.69,°C,High Temperature
2025-08-16,02:00,Temperature Sensor,Kitchen,15.4,°C,High Temperature
2025-08-16,02:00,Temperature Sensor,Bedroom,15.21,°C,High Temperature
2025-08-16,02:00,Humidity Sensor,Living Room,22.04,%,Low Humidity
2025-08-16,02:00,Humidity Sensor,Kitchen,20.09,%,Low Humidity
2025-08-16,02:00,Humidity Sensor,Bedroom,21.62,%,Low Humidity
2025-08-16,02:05,Temperature Sensor,Living Room,15.71,°C,High Temperature
2025-08-16,02:05,Temperature Sensor,Kitchen,15.56,°C,High Temperature
2025-08-16,02:05,Temperature Sensor,Bedroom,15.94,°C,High Temperature
2025-08-16,02:05,Humidity Sensor,Living Room,21.98,%,Low Humidity
2025-08-16,02:05,Humidity Sensor,Kitchen,20.16,%,Low Humidity
2025-08-16,02:05,Humidity Sensor,Bedroom,21.07,%,Low Humidity
2025-08-16,02:10,Temperature Sensor,Living Room,15.71,°C,High Temperature
2025-08-16,02:10,Temperature Sensor,Kitchen,15.0,°C,High Temperature
2025-08-16,02:10,Temperature Sensor,Bedroom,15.32,°C,High Temperature
2025-08-16,02:10,Humidity Sensor,Living Room,21.03,%,Low Humidity
2025-08-16,02:10,Humidity Sensor,Kitchen,20.97,%,Low Humidity
2025-08-16,02:10,Humidity Sensor,Bedroom,20.64,%,Low Humidity
2025-08-16,02:15,Temperature Sensor,Living Room,15.73,°C,High Temperature
2025-08-16,02:15,Temperature Sensor,Kitchen,15.64,°C,High Temperature
2025-08-16,02:15,Temperature Sensor,Bedroom,15.54,°C,High Temperature
2025-08-16,02:15,Humidity Sensor,Living Room,21.31,%,Low Humidity
2025-08-16,02:15,Humidity Sensor,Kitchen,21.14,%,Low Humidity
2025-08-16,02:15,Humidity Sensor,Bedroom,20.51,%,Low Humidity
2025-08-16,02:20,Temperature Sensor,Living Room,15.0,°C,High Temperature
2025-08-16,02:20,Temperature Sensor,Kitchen,15.66,°C,High Temperature
2025-08-16,02:20,Temperature Sensor,Bedroom,15.67,°C,High Temperature
2025-08-16,02:20,Humidity Sensor,Living Room,20.79,%,Low Humidity
